label,city,state,lon,lat,m4m,m4w,w4m,w4w,k1,c1,k2,c2,k3,c3,k4,c4,k5,c5
city,fort collins,CO,-105.569245,40.628112,101,277,60,30,want to,12,a relationship,7,i m,7,girl to,6,guy looking,6
city,santa fe,ID,-116.430997,47.154416,191,38,0,38,to suck,7,for ltr,5,fun m4m,5,i want,5,guy looking,4
city,tucson,AZ,-110.859106,32.071764,372,480,77,49,want to,18,for ltr,12,guy looking,12,want a,12,for older,10
city,north MS,SC,-81.07622,33.554183,73,112,40,38,a good,5,i m,5,let s,5,want to,5,a friend,4
city,san marcos,CA,-116.846046,33.016928,38,37,0,0,for younger,4,420older for,3,younger m4m,3,a relationship,2,attractive married,2
city,lakeland,LA,-91.446813,30.575993,71,139,45,17,tired of,6,under 25,6,woman under,6,a bf,5,a friend,5
city,frederick,CO,-104.938057,40.123557,52,78,23,4,bottom m4m,4,cock tall,4,guy looking,4,handsome jock,4,huge cock,4
city,janesville,CA,-120.506184,40.298255,30,67,14,7,long term,4,a ltr,3,let s,3,the one,3,19 32,2
city,little rock,AR,-92.392487,34.751918,253,333,75,39,to suck,12,a good,9,a friend,8,for someone,8,little rock,8
city,minneapolis,KS,-97.650674,39.141097,3998,1743,262,74,to suck,124,want to,104,guy looking,78,for fun,74,my ass,59
city,salem,OR,-123.006606,44.965541,38,153,0,0,a friend,4,long term,4,want to,4,country girl,3,dinner date,3
city,portland,OR,-122.374776,45.580557,255,145,39,0,want to,10,to suck,8,i m,7,a nice,6,guy looking,6
city,"florence, SC",SC,-79.622227,34.061465,32,43,21,11,bottom m4m,3,a date,2,a good,2,bdsm enjoyment,2,blow job,2
city,allentown,GA,-83.20951,32.606433,240,340,61,11,a friend,11,let s,10,m m,9,for fun,8,a real,7
city,gainesville,TX,-97.03692,33.610384,184,147,30,19,lookin for,6,want to,6,bottom m4m,5,for older,5,for younger,5
city,"clarksville, TN",TN,-87.353008,36.531398,32,128,88,28,a chance,5,a friend,5,a good,5,a real,5,i want,5
city,manhattan,NV,-116.310045,38.702281,0,38,0,37,a friend,3,for someone,3,a good,2,a woman,2,bi curious,2
city,phoenix,OR,-122.814640,42.262556,6392,2611,461,230,to suck,239,want to,218,i want,143,guy looking,127,for fun,94
city,dubuque,IA,-90.804116,42.484861,10,38,14,64,a tall,3,guy m4m,3,tall guy,3,again on,2,for love,2
city,kenai,AK,-150.407958,60.422041,41,20,60,22,a friend,3,bbw looking,3,want to,3,a good,2,a nice,2
city,scranton,AR,-93.53721,35.344745,219,148,39,38,looking 4,11,want to,7,and go,6,for someone,6,for something,6
city,ogden,UT,-111.956721,41.255285,80,39,0,40,blowjob m4m,3,fun m4m,3,a friend,2,a gf,2,a girl,2
city,watertown,SD,-97.177954,44.955643,15,98,55,41,a nice,5,out there,4,a friend,3,country boy,3,country girl,3
city,lafayette,OR,-123.110948,45.232882,87,107,45,48,something real,6,for something,5,for fun,4,guy looking,4,man looking,4
city,boone,CO,-104.209119,38.319575,25,22,15,26,go get,3,a drink,2,drink tonight,2,for someone,2,guy with,2
city,buffalo,WY,-106.561068,44.122611,672,464,94,50,to suck,23,oral slut,18,slut m4m,18,a bj,11,a good,10
city,santa barbara,CA,-119.848555,34.262834,501,138,35,0,to suck,16,for older,12,i m,11,i want,11,want to,11
